Genes,PN_VT_WT_acj6_B24,PN_VT_WT_acj6_C24,PN_VT_WT_acj6_D24,PN_VT_WT_acj6_E24,PN_VT_WT_acj6_F24,PN_VT_WT_acj6_G24
FBgn0032374,0,4,4,6,16,3
FBgn0032375,0,0,0,22,1,0
FBgn0032376,0,0,0,65,0,2
FBgn0032377,13,156,146,58,88,54
FBgn0032378,7997,6705,5203,6279,4952,7423
FBgn0032381,6,0,3,2,0,18
FBgn0032382,0,13,11,2,8,0
FBgn0032385,0,0,0,0,0,0
FBgn0032387,0,0,0,0,0,0
FBgn0032388,1385,1224,824,1937,1373,1960
FBgn0032390,1,61,10,28,28,22
FBgn0032391,457,526,374,334,382,491
FBgn0032393,1954,3144,2250,2106,1754,2885
FBgn0032394,3949,6804,4842,7387,4129,6902
FBgn0032395,9010,10983,6817,13683,9949,13156
FBgn0032397,1488,1296,863,3245,820,1496
FBgn0032398,7729,9956,7151,15919,11675,19760
FBgn0032399,8,36,26,4,7,21
FBgn0032400,2819,3782,3031,4305,3290,4396
FBgn0032401,183,213,134,69,201,228
FBgn0032402,812,904,443,1352,474,1055
FBgn0032404,2,23,6,0,3,5
FBgn0032405,327,348,297,157,191,102
FBgn0032406,28,64,46,24,34,0
FBgn0032407,2783,3754,2629,2711,2841,2816
FBgn0032408,462,554,425,955,592,677
FBgn0032409,9474,14143,5560,21895,19075,18020
FBgn0032414,189,186,1,28,158,353
FBgn0032415,0,0,0,0,0,0
FBgn0032416,0,23,0,0,0,0
FBgn0032419,0,1,0,5,1,0
FBgn0032420,409,326,306,303,324,294
FBgn0032421,315,231,185,178,189,322
FBgn0032422,0,13,0,3,20,24
FBgn0032424,0,5,2,0,1,3
FBgn0032428,222,528,57,30,338,241
FBgn0032429,9221,13222,10841,14761,9665,13493
FBgn0032430,600,1729,439,694,895,1109
FBgn0032431,8,12,2,1,41,20
FBgn0032433,196,62,38,593,53,29
FBgn0032434,1,2,1,0,0,0
FBgn0032435,4,1,1,44,13,1
FBgn0032436,1,0,0,12,43,2
FBgn0032437,4,3,0,12,18,7
FBgn0032439,0,0,0,0,0,0
FBgn0032442,0,1,0,0,0,0
FBgn0032444,9222,11075,7996,11129,9193,11166
FBgn0032445,952,1044,696,1134,880,1003
FBgn0032446,51,144,69,223,114,73
FBgn0032447,1251,1318,1067,1750,1280,1352
FBgn0032448,0,1,5,0,0,0
FBgn0032449,17,7,16,2,8,61
FBgn0032450,272,63,281,50,314,121
FBgn0032451,1765,2060,1327,2009,1678,2486
FBgn0032452,0,0,0,21,5,0
FBgn0032453,4559,6841,6509,8632,6911,7508
FBgn0032454,1168,894,693,1645,953,1471
FBgn0032455,1543,2200,1239,1839,1625,2536
FBgn0032456,640,967,315,1651,636,1759
FBgn0032457,0,0,0,4,3,0
FBgn0032462,0,0,1,0,27,1
FBgn0032464,1,0,1,2,0,0
FBgn0032465,2644,2386,2306,2831,2345,3335
FBgn0032467,778,772,555,996,641,694
FBgn0032470,0,0,0,15,1,0
FBgn0032471,4,0,1,0,0,3
FBgn0032472,0,0,0,0,0,0
FBgn0032473,2,42,12,13,49,19
FBgn0032474,1040,1109,1041,1341,1255,1435
FBgn0032475,369,62,157,430,402,304
FBgn0032476,715,1392,714,759,919,1009
FBgn0032477,866,1179,645,1508,997,1923
FBgn0032478,8,4,4,16,2,23
FBgn0032479,18880,29273,26509,46275,24008,35249
FBgn0032480,1357,1230,728,2081,1798,1353
FBgn0032481,1867,1218,895,3484,1980,2362
FBgn0032482,3071,3277,2416,3809,2471,3402
FBgn0032483,2,15,17,48,0,34
FBgn0032484,923,1011,441,1032,331,434
FBgn0032485,1407,1424,1231,1650,1051,920
FBgn0032486,192,389,410,139,324,435
FBgn0032487,116,200,160,314,116,149
FBgn0032488,701,792,628,505,736,812
FBgn0032489,0,0,0,0,0,1
FBgn0032490,0,0,0,0,0,0
FBgn0032491,2,0,0,0,1,0
FBgn0032492,0,0,0,0,0,1
FBgn0032493,0,0,0,0,0,0
FBgn0032494,0,0,0,0,0,0
FBgn0032495,0,0,0,0,0,2
FBgn0032499,410,355,246,314,246,467
FBgn0032503,3,71,32,7,2,0
FBgn0032505,0,0,0,0,2,0
FBgn0032506,1215,1153,881,852,1080,1227
FBgn0032507,0,0,1,4,0,0
FBgn0032509,3932,5951,4511,5896,5953,6988
FBgn0032511,7068,9871,8633,12290,8206,11541
FBgn0032512,709,762,401,497,583,427
FBgn0032513,6014,11953,5148,9531,8015,8473
FBgn0032514,450,347,485,350,529,289
FBgn0032515,1188,1465,828,975,1035,1317
FBgn0032516,1048,962,1080,1154,862,1625
FBgn0032517,393,626,325,926,519,992
FBgn0032518,9327,13770,10188,16797,11478,15892
FBgn0032519,0,0,0,0,0,0
FBgn0032520,0,3,0,0,0,1
FBgn0032521,104,126,67,117,40,60
FBgn0032522,0,0,0,0,0,3
FBgn0032523,2,0,0,0,0,1
FBgn0032524,13441,18778,13236,19696,15430,17269
FBgn0032525,1,15,33,0,14,3
FBgn0032530,3,0,1,0,0,1
FBgn0032533,0,0,0,0,0,0
FBgn0032535,0,1,1,1,0,0
FBgn0032536,8,1,1,0,0,2
FBgn0032538,0,62,0,0,0,0
FBgn0032549,0,0,0,0,0,0
FBgn0032551,28,19,1,9,3,9
FBgn0032553,0,0,1,0,0,0
FBgn0032554,0,0,0,1,0,0
FBgn0032563,0,0,0,0,0,0
FBgn0032577,0,0,0,0,0,0
FBgn0032582,1,0,2,3,0,0
FBgn0032585,2,0,0,0,0,0
FBgn0032586,5522,6498,3011,6177,8705,6841
FBgn0032587,61,340,112,422,74,223
FBgn0032588,1,7,5,9,2,13
FBgn0032590,73,14,59,12,16,21
FBgn0032593,2263,3951,2777,7302,6100,4266
FBgn0032595,0,0,0,0,0,0
FBgn0032596,2901,4273,3212,5206,4216,4542
FBgn0032597,1174,1752,1109,1719,1223,2273
FBgn0032598,124,126,49,58,36,154
FBgn0032600,5488,7482,4897,7972,8953,9348
FBgn0032601,0,0,0,0,0,1
FBgn0032602,0,0,2,0,1,0
FBgn0032603,0,0,0,2,0,1
FBgn0032609,0,0,0,0,0,1
FBgn0032612,3,12,0,4,2,7
FBgn0032613,0,1,5,51,2,3
FBgn0032614,1669,1874,1261,1058,1417,1370
FBgn0032615,0,0,0,0,0,0
FBgn0032618,0,0,0,0,0,0
FBgn0032620,310,406,263,495,411,167
FBgn0032624,11,0,0,0,3,2
FBgn0032625,0,0,2,2,0,0
FBgn0032626,0,2,0,0,0,0
FBgn0032629,1252,1508,1500,1486,1440,1871
FBgn0032631,0,0,0,0,0,0
FBgn0032632,0,0,0,0,0,0
FBgn0032633,336,1640,745,430,1423,968
FBgn0032634,2688,4001,3085,5179,2419,4059
FBgn0032635,4101,8373,4994,7695,7750,8994
FBgn0032636,0,0,0,2,0,0
FBgn0032637,1,1,0,0,0,4
FBgn0032638,8,0,32,0,2,0
FBgn0032639,7,1,3,45,27,24
FBgn0032640,2769,4379,2542,3222,3933,5593
FBgn0032642,506,892,644,822,691,851
FBgn0032643,4134,4190,3654,4619,4636,4886
FBgn0032644,1030,1130,876,1161,731,1383
FBgn0032645,0,0,0,0,0,0
FBgn0032646,2368,2428,1771,2645,2533,3057
FBgn0032647,32,2,0,3,2,2
FBgn0032648,0,2,1,4,0,4
FBgn0032649,12,6,0,119,2,0
FBgn0032650,0,0,1,0,0,0
FBgn0032651,5941,8396,5216,7727,7156,9501
FBgn0032652,0,0,1,0,0,0
FBgn0032654,7,0,4,4,1,3
FBgn0032656,2857,5329,3416,6474,6265,7303
FBgn0032658,3,0,3,19,14,25
FBgn0032660,0,0,0,1,0,0
FBgn0032663,25,0,32,108,291,119
FBgn0032664,2,0,0,2,0,0
FBgn0032665,0,2,13,0,0,0
FBgn0032666,7701,9668,6950,12376,12941,12646
FBgn0032668,0,0,0,2,2,3
FBgn0032669,0,1,0,0,0,0
FBgn0032670,17,22,11,43,35,11
FBgn0032671,499,727,581,373,630,597
FBgn0032677,0,0,0,0,1,0
FBgn0032679,647,1185,1206,2353,1254,2123
FBgn0032680,3,0,0,0,0,54
FBgn0032681,755,1161,1121,1631,599,2670
FBgn0032682,1,0,0,4,0,10
FBgn0032683,456,440,500,490,148,857
FBgn0032684,3,0,0,141,10,30
FBgn0032685,1,3,3,1,23,0
FBgn0032688,141,81,177,453,44,373
FBgn0032689,1693,1435,656,2642,1563,1574
FBgn0032690,1094,943,558,730,614,662
FBgn0032691,362,707,250,375,524,509
FBgn0032692,23,0,0,1,0,0
FBgn0032693,0,0,0,47,0,0
FBgn0032694,405,120,182,263,242,356
FBgn0032698,34,81,12,72,116,82
FBgn0032699,1285,1689,890,1193,908,1125
FBgn0032700,3726,3795,5160,5763,5268,3996
FBgn0032701,1187,1607,1317,2420,1627,1475
FBgn0032702,194,280,187,497,245,241
FBgn0032703,152,263,179,152,295,307
FBgn0032704,6197,6175,4960,11014,8753,12866
FBgn0032705,325,74,254,51,232,465
FBgn0032706,96,94,106,70,149,264
FBgn0032707,0,2,5,18,5,0
FBgn0032709,0,0,0,0,0,0
FBgn0032713,18,12,34,1,0,0
FBgn0032715,9,73,82,48,17,65
FBgn0032717,1779,2134,1387,3150,1854,2487
FBgn0032719,1476,1954,1164,3041,1160,1966
FBgn0032720,496,721,452,900,547,540
FBgn0032721,1541,2548,1285,2163,1507,3162
FBgn0032723,922,897,593,527,425,914
FBgn0032724,1029,1595,760,2302,1774,1952
FBgn0032725,1974,3309,2725,4096,2356,4120
FBgn0032726,1,8,23,0,20,2
FBgn0032727,417,264,221,352,340,499
FBgn0032728,140,181,130,170,242,177
FBgn0032729,1881,1940,1363,2126,1582,1122
FBgn0032730,99,0,3,83,28,4
FBgn0032731,3523,4153,2638,8060,8765,8727
FBgn0032732,479,631,597,1135,630,878
FBgn0032733,36,2,2,2,1,7
FBgn0032734,38,12,1,0,9,0
FBgn0032740,5,33,28,6,0,30
FBgn0032741,12158,14407,10716,15014,16988,17894
FBgn0032744,403,582,316,432,252,452
FBgn0032746,2548,4161,3759,5170,2903,4470
FBgn0032748,2667,3720,2519,7011,6044,5676
FBgn0032749,253,128,115,44,398,210
FBgn0032750,289,408,307,464,307,586
FBgn0032751,0,0,0,0,0,0
FBgn0032752,69,222,14,12,43,380
FBgn0032753,0,0,0,0,30,3
FBgn0032754,0,2,0,0,0,5
FBgn0032755,0,0,0,0,0,0
FBgn0032763,587,876,728,965,597,631
FBgn0032768,0,0,0,15,1,2
FBgn0032769,0,0,0,6,6,6
FBgn0032770,0,0,0,0,0,0
FBgn0032771,0,6,1,0,2,0
FBgn0032772,0,1,0,0,20,0
FBgn0032773,0,1,3,0,77,6
FBgn0032774,2,0,0,37,31,46
FBgn0032775,504,432,236,567,678,934
FBgn0032779,88,137,17,69,163,436
FBgn0032780,17,3,28,29,45,53
FBgn0032781,4743,4485,4201,4812,4156,4791
FBgn0032782,458,306,266,374,362,523
FBgn0032783,78,88,40,149,463,80
FBgn0032785,108,49,84,28,88,34
FBgn0032787,132,198,91,209,110,296
FBgn0032788,0,0,0,4,0,0
FBgn0032789,0,1,0,99,0,0
FBgn0032790,905,1511,713,755,788,1013
FBgn0032791,113,135,48,81,36,5
FBgn0032793,127,307,80,180,82,176
FBgn0032796,70,225,229,60,555,204
FBgn0032797,16496,18550,17403,37555,26427,32134
FBgn0032798,1032,1901,997,1334,1169,1167
FBgn0032799,570,790,603,653,805,687
FBgn0032800,4008,3945,1974,3610,2739,3074
FBgn0032801,56,9,21,29,1,137
FBgn0032803,204,587,572,776,822,1334
FBgn0032804,96,49,94,97,141,256
FBgn0032805,17,9,3,6,6,5
FBgn0032809,0,0,0,0,13,0
FBgn0032810,9,19,5,0,1,22
FBgn0032811,414,762,473,538,478,604
FBgn0032812,1147,1144,1052,913,915,2023
FBgn0032813,286,422,217,255,326,418
FBgn0032814,2194,2148,1500,3326,1795,3529
FBgn0032815,31,88,37,27,2,40
FBgn0032816,670,959,732,901,690,938
FBgn0032817,2710,4568,1831,7252,4483,5250
FBgn0032818,555,1218,569,580,755,957
FBgn0032819,130,428,75,375,254,359
FBgn0032820,71,56,19,299,80,166
FBgn0032821,1266,2575,1508,1846,3313,3444
FBgn0032822,188,303,435,288,425,419
FBgn0032824,0,0,0,0,0,0
FBgn0032827,1,14,1,7,0,1
FBgn0032833,18722,29115,21934,31754,25237,31125
FBgn0032834,9,0,0,12,7,35
FBgn0032835,10,14,26,41,58,66
FBgn0032836,26,0,0,38,12,2
FBgn0032839,0,2,0,0,0,0
FBgn0032840,206,249,278,56,62,167
FBgn0032843,28,58,6,42,224,29
FBgn0032845,234,449,208,572,106,152
FBgn0032846,1092,1279,817,1652,1390,1363
FBgn0032847,408,978,836,1258,662,1019
FBgn0032848,41,118,18,54,47,72
FBgn0032849,1030,1246,1045,1187,830,1180
FBgn0032850,145,160,57,44,24,14
FBgn0032851,2,0,0,0,0,47
FBgn0032853,0,0,0,0,0,21
FBgn0032856,10,59,20,76,107,257
FBgn0032857,1289,1012,827,1315,646,1093
FBgn0032858,526,1002,429,613,424,389
FBgn0032859,4532,6324,4313,5130,4419,4307
FBgn0032860,0,38,15,0,12,0
FBgn0032863,299,343,225,380,404,635
FBgn0032864,821,614,805,624,331,948
FBgn0032867,28,45,29,75,185,15
FBgn0032868,0,0,0,0,0,0
FBgn0032869,1,0,0,1,3,0
FBgn0032870,433,420,246,266,229,315
FBgn0032871,559,699,792,1000,685,1071
FBgn0032873,406,307,244,163,177,98
FBgn0032876,3396,3999,3061,5640,4787,3713
FBgn0032877,506,640,386,746,650,813
FBgn0032878,0,0,8,0,3,0
FBgn0032879,3,10,20,4,1,19
FBgn0032880,11070,11886,6564,9890,7637,8271
FBgn0032881,674,570,452,595,636,540
FBgn0032882,1524,2271,1417,2431,1791,1942
FBgn0032883,1869,2091,1543,3170,1793,3546
FBgn0032884,7263,11563,8314,13180,9434,11854
FBgn0032886,667,1164,740,577,754,1215
FBgn0032888,0,0,2,0,3,1
FBgn0032889,363,655,491,1051,1014,1012
FBgn0032891,0,1,1,0,0,0
FBgn0032894,0,0,1,1,0,6
FBgn0032895,137,219,166,189,97,308
FBgn0032896,2,1,2,3,0,3
FBgn0032897,548,873,684,443,419,828
FBgn0032898,0,0,0,0,0,0
FBgn0032899,0,37,0,0,0,0
FBgn0032900,120,203,135,218,156,99
FBgn0032901,239,230,189,246,159,267
FBgn0032906,362,631,489,460,347,629
FBgn0032907,326,143,229,203,287,266
FBgn0032908,0,4,0,5,15,5
FBgn0032910,432,590,390,534,415,452
FBgn0032911,722,747,530,1226,956,678
FBgn0032913,0,1,0,0,0,8
FBgn0032914,0,0,0,0,0,24
FBgn0032915,225,170,141,142,112,120
FBgn0032916,1664,1781,1416,1595,1253,1687
FBgn0032919,493,840,589,553,637,1137
FBgn0032921,255,455,275,381,255,386
FBgn0032922,895,1168,532,1069,814,1136
FBgn0032923,2430,3060,1734,2493,3051,2782
FBgn0032924,620,960,691,897,826,911
FBgn0032925,1510,926,765,1683,724,1489
FBgn0032929,3,0,0,48,1,0
FBgn0032934,1070,1384,750,1285,983,1307
FBgn0032935,548,783,384,436,474,495
FBgn0032938,1683,2406,1856,3538,2381,2605
FBgn0032940,794,265,583,483,391,506
FBgn0032943,1215,1482,1300,1135,428,472
FBgn0032945,0,34,0,63,1,1
FBgn0032946,81830,93975,65688,94879,61912,96674
FBgn0032949,5385,6881,4425,5247,4024,6034
FBgn0032955,497,689,545,447,483,623
FBgn0032956,1018,767,499,440,769,636
FBgn0032957,4241,4966,2026,3113,2482,4060
FBgn0032961,2070,2318,1831,2150,1420,2361
FBgn0032964,0,0,2,5,16,3
FBgn0032965,0,1,3,0,0,0
FBgn0032966,2,0,0,0,0,0
FBgn0032967,0,5,0,0,0,4
FBgn0032968,0,0,2,0,0,0
FBgn0032969,6,0,0,51,3,1
FBgn0032971,0,4,0,0,0,1
FBgn0032972,0,0,1,0,0,0
FBgn0032973,0,0,0,0,3,2
FBgn0032974,1669,1719,1008,1364,1122,1236
FBgn0032979,566,524,241,342,365,321
FBgn0032981,0,0,0,4,1,0
FBgn0032986,1922,2941,2024,2128,1761,2079
FBgn0032987,4905,7046,5466,8609,6048,7586
FBgn0032988,2250,3119,2234,2339,1781,2923
FBgn0032997,1344,1385,867,1091,1172,1200
FBgn0033000,1475,2140,1831,3155,1065,2467
FBgn0033005,545,747,314,412,339,538
FBgn0033010,809,1094,742,618,309,971
FBgn0033015,1618,1762,1565,2442,1893,2054
FBgn0033017,507,668,504,976,380,578
FBgn0033019,458,726,641,870,497,745
FBgn0033020,27,19,8,27,5,0
FBgn0033021,620,720,558,602,464,498
FBgn0033027,0,4,0,1,0,3
FBgn0033028,2241,3201,1524,3831,1923,2604
FBgn0033029,8393,11438,7960,14613,8821,11951
FBgn0033031,5991,7369,5001,6322,5543,6008
FBgn0033032,748,1111,866,634,539,778
FBgn0033033,9,52,0,19,5,0
FBgn0033038,2971,4149,2227,3281,2624,2922
FBgn0033041,0,1,0,0,0,1
FBgn0033042,0,0,0,0,0,0
FBgn0033043,30,3,0,1,0,30
FBgn0033047,0,0,0,0,0,0
FBgn0033048,0,0,3,3,0,251
FBgn0033050,552,968,666,1077,1026,713
FBgn0033051,1,2,0,55,5,25
FBgn0033052,918,750,419,1065,1218,909
FBgn0033054,3512,3796,1952,3235,2468,3014
FBgn0033055,1283,1277,608,762,848,828
FBgn0033056,0,0,0,3,0,2
FBgn0033058,2169,3630,2062,2035,2141,1950
FBgn0033059,846,635,541,840,560,724
FBgn0033060,387,744,577,346,472,467
FBgn0033061,9,40,18,1,22,8
FBgn0033062,9930,10697,7247,13951,8908,11921
FBgn0033063,4,9,35,19,6,13
FBgn0033065,0,0,0,0,0,1
FBgn0033067,0,0,0,1,0,1
FBgn0033069,1,3,1,1,0,0
FBgn0033072,0,13,46,0,2,8
FBgn0033074,7,21,6,20,0,2
FBgn0033075,49,32,83,484,49,800
FBgn0033076,10,0,0,0,0,0
FBgn0033079,55,3,32,51,7,7
FBgn0033081,1891,3100,1987,2652,1814,2146
FBgn0033085,235,260,294,430,239,507
FBgn0033086,658,1098,769,1041,542,1232
FBgn0033087,710,1552,639,1215,1273,1355
FBgn0033088,1978,2124,2391,3427,1883,2891
FBgn0033089,450,762,609,570,491,773
FBgn0033090,26,13,16,0,1,7
FBgn0033092,843,1197,1061,966,1088,1182
FBgn0033093,238,1291,520,472,448,725
FBgn0033095,0,0,0,0,0,0
FBgn0033096,0,0,0,0,0,0
FBgn0033097,1,0,0,0,0,0
FBgn0033100,509,853,735,1191,533,872
FBgn0033101,152,288,141,455,262,195
FBgn0033104,1183,1820,1652,2207,1527,1972
FBgn0033108,3028,2570,1826,3767,3121,3874
FBgn0033110,0,0,0,0,0,0
FBgn0033112,0,2,1,0,6,1
FBgn0033113,0,1,0,0,0,15
FBgn0033115,45,2,24,0,1,2
FBgn0033117,653,864,707,786,764,1058
FBgn0033121,522,743,319,528,699,213
FBgn0033122,1797,2414,2098,1995,1801,2094
FBgn0033124,0,0,0,0,0,0
FBgn0033127,12851,18086,11849,15338,11680,14633
FBgn0033128,152,249,163,206,196,397
FBgn0033129,165,135,164,67,146,125
FBgn0033130,3,0,0,0,7,0
FBgn0033131,746,1420,1121,1295,733,820
FBgn0033132,63191,96466,69849,88755,69670,88216
FBgn0033133,1654,2080,1391,2071,1443,2029
FBgn0033134,1027,1445,807,619,464,713
FBgn0033135,60,105,18,20,20,65
FBgn0033136,0,0,0,0,0,0
FBgn0033137,140,102,73,96,179,262
FBgn0033138,0,0,0,0,0,0
FBgn0033139,0,37,0,4,1,0
FBgn0033140,92,59,77,14,54,102
FBgn0033141,0,0,0,4,24,0
FBgn0033145,0,0,0,0,0,0
FBgn0033149,1,2,6,1,1,3
FBgn0033153,1019,1557,828,2124,1164,1241
FBgn0033154,695,2641,479,5,1,8
FBgn0033155,45,77,245,90,112,43
FBgn0033158,0,46,4,0,0,0
FBgn0033159,10310,13293,8492,20887,16789,19583
FBgn0033160,5428,7065,5857,12693,9889,9219
FBgn0033164,0,0,1,0,3,0
FBgn0033165,0,0,0,0,0,0
FBgn0033166,847,832,698,831,826,791
FBgn0033167,0,0,0,0,0,0
FBgn0033168,0,0,3,4,0,0
FBgn0033169,570,551,407,895,611,638
FBgn0033170,786,1388,836,1156,944,1012
FBgn0033174,0,0,1,49,4,63
FBgn0033177,1911,2945,2097,3188,2781,4734
FBgn0033178,3554,5257,4395,4709,5228,6056
FBgn0033179,9673,14354,9967,16427,13551,16430
FBgn0033183,4087,5548,3059,4229,3311,3861
FBgn0033184,4273,5040,3034,5113,4916,6813
FBgn0033185,196,29,175,85,178,125
FBgn0033186,250,465,201,349,170,400
FBgn0033187,1423,2385,1161,3094,2840,2716
FBgn0033188,9593,11039,7213,11173,8792,9278
FBgn0033190,4,28,23,39,3,115
FBgn0033191,4341,6503,3812,5482,4354,4827
FBgn0033192,3954,5503,4319,5160,3565,6694
FBgn0033194,936,998,515,967,488,924
FBgn0033195,372,577,558,875,1055,1623
FBgn0033196,1690,1816,1220,1434,1069,1404
FBgn0033199,1224,1969,1211,1460,973,1018
FBgn0033202,0,2,0,0,4,111
FBgn0033203,1,0,0,50,2,77
FBgn0033204,27,1,86,4,42,0
FBgn0033205,526,835,567,581,454,1124
FBgn0033206,4879,6849,4106,5999,4750,8386
FBgn0033207,20,1,12,59,20,34
FBgn0033208,3337,5262,4306,6904,3679,5185
FBgn0033209,909,1137,1034,1320,1217,1350
FBgn0033210,796,849,490,889,646,843
FBgn0033212,7838,10995,5635,16425,17616,18343
FBgn0033214,2,18,3,79,3,11
FBgn0033215,0,2,1,119,112,6
FBgn0033216,3,0,2,4,2,7
FBgn0033221,4,1,8,14,34,25
FBgn0033222,1,0,0,0,5,6
FBgn0033224,2504,1593,1270,4392,3245,5730
FBgn0033225,2941,3309,2500,2750,2270,2375
FBgn0033226,1437,1375,1024,1897,1322,1474
FBgn0033229,3236,4385,3465,4704,4256,4806
FBgn0033232,1490,2467,1686,2606,1900,2698
FBgn0033233,2524,2671,1858,1902,2282,2677
FBgn0033234,1075,1012,1343,677,1610,1643
FBgn0033235,5430,5460,2932,4904,5085,5071
FBgn0033236,409,1015,470,938,623,994
FBgn0033238,5,0,0,25,3,7
FBgn0033240,398,483,739,442,498,671
FBgn0033241,3960,4538,3446,5464,4444,4135
FBgn0033243,0,1,0,25,2,11
FBgn0033244,3222,3960,2285,4463,2976,3174
FBgn0033246,1520,885,1375,2201,1133,1571
FBgn0033247,1104,1369,1167,1251,879,1584
FBgn0033248,5,19,7,0,0,0
FBgn0033249,8413,10742,9009,8089,6906,9605
FBgn0033250,6065,5400,4714,7568,5434,5972
FBgn0033252,479,870,515,1353,918,1638
FBgn0033257,32,10,35,9,1,207
FBgn0033258,753,726,620,958,452,575
FBgn0033259,730,250,544,623,435,441
FBgn0033260,894,1437,831,1324,1319,1438
FBgn0033261,388,704,448,520,373,647
FBgn0033264,2558,2261,1856,1993,2760,2126
FBgn0033265,191,267,214,230,142,215
FBgn0033266,3642,4223,2930,4155,3610,4946
FBgn0033268,15394,22034,19596,14963,13953,21781
FBgn0033271,0,1,0,0,0,3
FBgn0033272,2299,2895,1594,2042,2030,2168
FBgn0033273,114,173,44,195,73,165
FBgn0033274,764,917,901,1554,1139,1416
FBgn0033275,19,0,0,0,3,1
FBgn0033277,0,30,0,1,2,0
FBgn0033278,0,0,0,0,0,0
FBgn0033279,0,0,0,0,0,0
FBgn0033280,0,0,0,0,0,0
FBgn0033283,246,130,46,409,324,177
FBgn0033285,11,3,0,3,0,0
FBgn0033286,22,3,116,4,190,9
FBgn0033287,8,7,7,7,2,3
FBgn0033289,14,2,0,8,35,5
FBgn0033292,0,5,0,7,0,0
FBgn0033294,0,0,1,0,2,0
FBgn0033296,0,0,1,2,2,1
FBgn0033297,2,0,0,0,1,0
FBgn0033301,0,0,0,0,4,0
FBgn0033302,0,2,0,0,4,0
FBgn0033303,2,0,0,0,0,0
FBgn0033304,1,42,18,0,2,18
FBgn0033307,23,122,88,130,55,84
FBgn0033308,36,147,0,2,58,7
FBgn0033309,1683,2296,2119,1991,1454,2123
FBgn0033312,84,1,30,215,35,32
FBgn0033313,12989,15047,11924,22269,16989,21883
FBgn0033315,1314,1370,1256,777,1065,1481
FBgn0033316,737,446,364,469,282,167
FBgn0033317,3356,5228,2781,4567,3844,4913
FBgn0033320,42,2,0,4,9,2
FBgn0033321,17,0,0,3,0,87
FBgn0033322,0,0,124,152,15,4
FBgn0033323,0,0,7,110,31,15
FBgn0033324,8,0,0,0,1,3
FBgn0033326,0,1,0,27,3,113
FBgn0033327,9,0,0,160,0,76
FBgn0033330,0,0,1,0,3,0
FBgn0033337,272,235,187,346,207,320
FBgn0033339,3001,3293,2429,3103,3055,6971
FBgn0033340,929,1671,1555,2390,1400,2036
FBgn0033341,892,1135,1044,1087,632,1092
FBgn0033342,7950,9851,8025,10531,10997,12324
FBgn0033344,1,0,0,3,1,2
FBgn0033347,7103,10167,6967,8545,5853,8483
FBgn0033348,57,11,150,130,18,92
FBgn0033349,1214,2071,1153,2092,1089,1952
FBgn0033350,1482,2456,1883,1829,1108,1477
FBgn0033351,1441,2393,1993,2601,1733,2278
FBgn0033352,1792,1596,1494,1116,1346,1304
FBgn0033353,5,0,0,2,9,0
FBgn0033354,3,0,34,0,8,9
FBgn0033355,10,81,46,106,130,52
FBgn0033356,702,461,360,302,281,443
FBgn0033357,2174,3861,3175,5296,3203,4222
FBgn0033358,614,1267,955,831,483,898
FBgn0033359,448,260,143,306,500,445
FBgn0033362,8,0,5,108,0,3
FBgn0033363,0,5,0,0,0,0
FBgn0033364,0,0,0,0,0,1
FBgn0033365,1,2,1,49,210,166
FBgn0033366,0,50,53,81,2,177
FBgn0033367,113,183,216,350,318,153
FBgn0033368,2827,3247,3705,1886,2206,2819
FBgn0033369,0,1,3,0,0,0
FBgn0033371,0,0,0,1,1,1
FBgn0033372,3,0,0,0,0,0
FBgn0033373,1084,1539,770,1483,1039,1489
FBgn0033374,1876,2528,1824,2561,4119,1748
FBgn0033375,828,1286,1197,978,1102,1222
FBgn0033376,126,213,47,657,154,54
FBgn0033377,6355,6653,4239,5982,5147,5625
FBgn0033378,2470,3404,2911,4792,3022,3893
FBgn0033379,1301,994,819,1532,1166,981
FBgn0033380,2206,2695,1801,2339,1668,2181
FBgn0033381,697,834,894,1118,933,1153
FBgn0033382,1066,1736,955,1689,1720,1297
FBgn0033387,6,0,0,26,8,18
FBgn0033388,44,49,0,168,83,21
FBgn0033389,132,254,165,35,68,67
FBgn0033391,0,0,0,1,0,2
FBgn0033392,2974,2937,2336,3360,2562,3325
FBgn0033395,19,58,4,8,25,15
FBgn0033397,48,88,30,170,88,187
FBgn0033400,705,1064,803,1158,1025,1576
FBgn0033401,1272,1414,612,1172,1004,914
FBgn0033402,87,199,132,197,96,161
FBgn0033403,557,361,255,296,474,1553
FBgn0033404,249,256,119,220,140,259
FBgn0033405,60,241,186,671,260,18
FBgn0033408,2,3,7,3,0,1
FBgn0033412,0,0,0,5,0,0
FBgn0033413,2834,3816,2967,2587,3205,3971
FBgn0033421,1368,1565,1031,725,871,2122
FBgn0033422,0,0,0,0,0,0
FBgn0033423,0,0,0,0,0,0
FBgn0033426,2776,2138,2623,2332,2343,3024
FBgn0033427,277,292,143,88,50,309
FBgn0033428,3868,4673,3571,5009,4137,4870
FBgn0033429,571,983,756,1159,851,1062
FBgn0033431,455,741,682,545,715,351
FBgn0033434,3292,4934,2381,3504,3686,3593
FBgn0033437,96,147,72,7,124,66
FBgn0033438,2950,4020,3477,5081,3473,3939
FBgn0033439,0,0,0,54,0,1
FBgn0033440,0,0,0,0,0,0
FBgn0033442,51,1,0,63,35,26
