,NAME,ensembl,htseqout_filter_B24,htseqout_filter_C24,htseqout_filter_D24,htseqout_filter_E24,htseqout_filter_F24,htseqout_filter_G24
1122,Spx,FBgn0015818,7.461680447,7.642560313,7.592356652,8.528705378,8.289308007,8.084387529
1123,TfIIEalpha,FBgn0015828,6.429659711,5.997244872,6.137897412,5.710316644,6.017391854,6.153525604
1124,TfIIEbeta,FBgn0015829,5.404159098,5.713343191,5.259460309,5.419304703,5.717228157,5.919445528
1125,Trip1,FBgn0015834,9.198873697,9.324005603,9.314822181,9.270046062,9.039557581,9.218723338
1126,Vang,FBgn0015838,6.024111278,5.854910793,5.526842764,5.223214161,5.997740946,5.61368204
1127,apt,FBgn0015903,3.868856226,4.186408419,2.967598026,3.329869501,3.263173985,4.368179586
1128,ara,FBgn0015904,6.219453292,5.76956273,5.4302897,5.873472977,5.847921958,5.946421056
1129,ast,FBgn0015905,2.835815671,2.851746162,3.357523597,3.855552401,2.002119316,3.658559133
1130,caup,FBgn0015919,7.290429127,7.259457177,7.161121254,8.191398498,8.072702886,7.883692198
1131,crq,FBgn0015924,5.167847159,5.280170678,5.232226496,4.91013868,5.991640266,6.236529887
1132,csul,FBgn0015925,6.404922832,6.43419352,6.233319972,6.309888185,5.772536625,6.330702671
1133,dah,FBgn0015926,2.92678137,3.14614418,2.238282343,4.262336943,1.914543296,3.422792032
1134,dpa,FBgn0015929,5.384542724,6.015581402,5.374641471,5.210744167,4.382559088,5.460814423
1135,hrg,FBgn0015949,5.629202801,5.055372854,5.451436841,6.08865872,5.84200008,5.51072469
1136,Faa,FBgn0016013,3.822226302,4.563435091,4.245253327,3.027345132,3.505077233,4.142392728
1137,lama,FBgn0016031,1.71336034,0.713837389,0.793900192,1.803868487,-2.114611103,-1.836658692
1138,lbm,FBgn0016032,1.804753413,1.992280571,3.412475899,0.716345841,0.563643284,2.341099852
1139,mael,FBgn0016034,5.543350365,5.746277371,5.985855149,6.004469345,6.759198462,5.229379419
1140,mod(r),FBgn0016038,7.522120858,7.459537199,7.489727335,7.198958629,7.126563703,7.512040705
1141,Tom40,FBgn0016041,8.301627158,8.369956784,8.240417867,7.925911406,8.062007279,8.227933272
1142,phr6-4,FBgn0016054,0.469747574,3.363138705,3.340621284,-3.108263111,2.151873997,2.659471146
1143,Sema-1b,FBgn0016059,5.58046367,5.874442657,5.950085555,6.565895943,6.345036174,6.70328142
1144,side,FBgn0016061,6.471518421,6.737461212,6.950286309,7.347080917,7.010676118,7.055665898
1145,smg,FBgn0016070,5.143253,5.419649447,4.843707009,5.514539078,3.190465885,5.662530372
1146,vkg,FBgn0016075,1.546861887,3.046350749,2.675753302,3.69173169,2.508716628,3.861154475
1147,vri,FBgn0016076,-0.177119039,-0.437187334,0.133618345,4.424109382,1.128164229,4.60910186
1148,wun,FBgn0016078,6.374170353,6.214791778,6.227968347,6.664824206,6.618317548,6.662803966
1149,fry,FBgn0016081,5.606098104,5.523154554,5.803599088,5.527166108,5.636442401,5.349732761
1150,ATPsynCF6,FBgn0016119,7.482013747,7.961058173,8.151952892,8.045718221,7.89187417,8.033029615
1151,ATPsynD,FBgn0016120,9.527983516,9.790725689,10.05761516,10.05112056,9.840581443,9.8983266
1152,Acer,FBgn0016122,4.251100038,4.693226756,4.700908915,4.561395448,4.219857653,4.429556887
1153,Alp4,FBgn0016123,2.133321934,3.733837333,2.124393764,2.147051253,4.620569021,2.386832487
1154,CaMKI,FBgn0016126,6.267099503,5.991506511,5.583015898,5.972818394,5.315943444,5.765661605
1155,Cdk4,FBgn0016131,-0.119964509,1.483013624,1.662825539,0.807500645,-0.654333047,1.389033562
1156,PTP-ER,FBgn0016641,4.135565343,4.247602985,4.437683602,3.91569208,4.446400441,3.538749447
1157,Lgr1,FBgn0016650,0.353479845,0.611136929,0.618033949,-2.808402754,0.563643284,0.535555941
1158,Ipp,FBgn0016672,6.895427191,7.068562475,6.65794679,6.847419388,6.403646283,6.736779498
1159,Nlp,FBgn0016685,8.467410686,8.560831318,8.631742017,8.696287376,8.704467872,8.777687167
1160,Nurf-38,FBgn0016687,7.831270751,7.842276844,7.658353916,7.725373657,7.866678489,7.505361344
1161,ATPsynO,FBgn0016691,9.527075205,9.769087087,9.946743593,10.00819239,9.978986994,9.886850465
1162,Past1,FBgn0016693,7.106966027,7.196558869,7.315426302,6.92516876,6.827580224,6.779909968
1163,Pdp1,FBgn0016694,4.844392467,4.713509072,5.000786089,5.344225998,4.686258318,5.252209095
1164,Pitslre,FBgn0016696,5.59973207,5.816478672,5.187238856,5.42741062,5.54254103,5.631996726
1165,Prosalpha5,FBgn0016697,6.974643244,7.00858598,7.169919257,7.425841271,7.477576974,7.272938424
1166,Ptpa,FBgn0016698,5.404159098,5.744762106,5.244393924,4.955688129,5.556040264,5.685585781
1167,Rab1,FBgn0016700,8.104954874,8.019558916,7.797753333,7.774390835,7.366160389,7.699077912
1168,Rab4,FBgn0016701,7.691835592,7.850929812,7.911094062,7.915863663,7.736839059,7.886845525
1169,Reg-2,FBgn0016715,1.2326139,2.367926892,3.100712834,2.000205375,2.184331747,2.236740115
1170,RpL29,FBgn0016726,5.799967368,6.222433148,6.35754233,6.839341433,6.243441793,6.405743874
1171,sba,FBgn0016754,4.443492804,3.684107252,4.790763182,5.078587728,4.767056315,4.390801878
1172,Usp47,FBgn0016756,6.061652108,5.882044121,6.243964031,6.354026461,6.993606424,6.201768196
1173,angel,FBgn0016762,4.405066394,4.316543222,3.599334942,4.616005189,4.804079872,5.526133731
1174,dos,FBgn0016794,3.087070925,3.394399729,2.043145266,3.990546697,2.107428869,3.081797655
1175,fz2,FBgn0016797,7.217810422,7.283920412,7.423047605,7.978655069,7.716869374,7.164701223
1176,Stat92E,FBgn0016917,4.35050115,4.819515001,4.442972394,5.502653298,4.655717923,5.087716749
1177,Pino,FBgn0016926,4.710965881,4.903398843,4.211563117,4.965617856,4.114316995,4.87820814
1178,Dyrk2,FBgn0016930,6.299539649,6.273242903,5.820968024,6.637133421,6.38805474,6.93835128
1179,l(2)k10201,FBgn0016970,2.390968432,2.352091572,2.442187755,2.4874845,3.096948349,1.868912293
1180,spen,FBgn0016977,9.464512602,9.305880906,9.352635324,9.928294018,10.31676812,9.814265527
1181,snRNP-U1-70K,FBgn0016978,6.074716987,5.472787757,5.641690748,5.799067359,6.336637405,5.515021514
1182,smid,FBgn0016983,4.912750746,4.990365128,4.353126642,4.61915405,4.783040035,4.469070802
1183,sktl,FBgn0016984,0.577340015,-4.002720471,1.549714992,2.387618233,-1.745076887,1.558469726
1184,cag,FBgn0017414,6.261060995,6.139529473,6.38870973,6.158498185,6.086999876,6.346219353
1185,ari-1,FBgn0017418,4.95159672,4.040893374,4.714092981,4.086945772,3.457179048,3.411773253
1186,CR11538,FBgn0017424,-1.1343078,-1.222120183,-2.816327334,2.047720339,0.190230292,0.48037248
1187,CG5989,FBgn0017429,6.364815313,6.119207151,5.963948243,6.205867981,6.942732996,6.168332203
1188,Nelf-E,FBgn0017430,5.040456196,5.559808276,5.137544846,5.42741062,5.596801367,5.423815439
1189,U2af38,FBgn0017457,5.892281431,5.898491405,6.136265928,5.751792384,5.774314601,6.094454908
1190,RpS3A,FBgn0017545,9.330368129,9.404362038,9.435977488,9.412745737,9.395297193,9.42230618
1191,Rga,FBgn0017550,5.619795559,4.845196205,5.135912963,5.076298332,5.543583929,4.967451974
1192,Rca1,FBgn0017551,6.168029819,6.120960325,6.006541655,5.871493816,6.10123582,6.287150692
1193,Pdk,FBgn0017558,5.907824651,5.438518166,5.987665797,5.765356824,5.865543127,5.968521658
1194,Ork1,FBgn0017561,3.192361828,0.500561402,2.853079269,-0.252735427,2.162774586,0.332406409
1195,ND-75,FBgn0017566,8.269735775,7.963014323,8.063298269,7.750898084,8.047376936,8.134119522
1196,ND-23,FBgn0017567,6.6288145,6.958153967,7.195995856,7.127507848,7.205777229,6.838342331
1197,Mo25,FBgn0017572,6.226356994,6.009915656,6.159743757,5.871493816,5.859693285,6.025652336
1198,Max,FBgn0017578,4.981284706,5.324462912,5.305190574,5.172674132,4.647980727,5.202990371
1199,RpL14,FBgn0017579,8.396035783,8.663240114,8.824648187,8.881174086,8.775762502,8.724412521
1200,Lk6,FBgn0017581,7.794116249,7.696659875,7.588484096,7.836583149,7.920255237,7.670664698
1201,klg,FBgn0017590,8.734621567,8.912688477,8.754066173,9.331388363,9.009680963,9.107029577
1202,COX5A,FBgn0019624,9.792707893,10.08221916,10.30075525,10.34517164,10.18863145,10.1998877
1203,Dat,FBgn0019643,8.157189859,8.049324755,8.349872406,7.779325343,8.018601354,8.087420285
1204,ATPsynB,FBgn0019644,9.392223363,9.742286341,9.730027175,9.733524171,9.75335343,9.619709531
1205,toy,FBgn0019650,3.728082491,4.346822769,4.173890043,3.57009175,4.245720009,4.57328876
1206,roX2,FBgn0019660,8.780725042,8.892559554,9.164556577,9.089914709,8.761603401,8.923810582
1207,roX1,FBgn0019661,10.66276375,10.5818116,10.44874479,11.5231572,11.70657969,11.44042301
1208,qm,FBgn0019662,4.867540318,4.977520698,4.953394756,4.769846709,5.411579726,5.104922021
1209,lok,FBgn0019686,2.073323628,0.688839504,2.250399018,2.111717141,1.566095137,0.828535237
1210,gcm2,FBgn0019809,-4.002720471,2.746655111,2.544138717,-3.487254983,2.836016147,-2.796085193
1211,colt,FBgn0019830,5.083674902,4.74568216,5.219955576,4.541617032,5.326888197,4.273966921
1212,Letm1,FBgn0019886,4.293790755,4.437781387,4.735802168,4.168734495,4.620569021,4.241144049
1213,Smg5,FBgn0019890,6.359173032,6.103331968,6.327117548,5.918899011,5.917955418,6.220832873
1214,Surf4,FBgn0019925,7.49064105,7.493542456,7.542108421,7.352294059,7.227355037,7.20195647
1215,SamDC,FBgn0019932,5.477748925,5.380179487,5.461895295,4.775502522,5.051406986,5.361233794
1216,RpS20,FBgn0019936,5.746222307,6.208209663,6.409120102,6.163359698,6.3675894,6.187840876
1217,RpI1,FBgn0019938,2.390968432,2.090989075,2.213739361,2.501203094,4.705022886,2.812533636
1218,Psn,FBgn0019947,8.693736573,8.719768828,8.524821998,8.737257182,9.187749966,8.849283861
1219,Cdk9,FBgn0019949,6.017758391,5.964421499,5.540475789,5.689497405,5.37337883,5.59999408
1220,Orct,FBgn0019952,4.50837048,3.432546879,4.564413299,3.624379401,4.428446494,2.556512717
1221,ND-42,FBgn0019957,8.248698104,8.453031672,8.372742137,8.320930877,8.251673161,8.330351521
1222,Mitofilin,FBgn0019960,7.320097511,7.090500621,7.011192193,6.702793752,7.06688467,6.480593598
1223,Khc-73,FBgn0019968,6.499714429,5.935490544,6.442508537,6.897555475,7.231890951,6.879248197
1224,Drice,FBgn0019972,6.729921359,7.311306587,6.854809369,6.761682566,7.130733494,6.340904296
1225,Gs1l,FBgn0019982,6.250263063,6.222977415,6.604079836,5.846858266,6.030841209,6.338481873
1226,mGluR,FBgn0019985,5.272943014,5.507156186,5.293527274,4.943179082,4.574373179,3.932277348
1227,Gcn2,FBgn0019990,5.727852958,5.951999693,6.123970629,6.848090514,7.569784884,7.416741201
1228,Ppox,FBgn0020018,4.941563393,5.110535152,5.254956891,5.254938124,5.33895244,4.558377797
1229,Cbl,FBgn0020224,8.277401065,8.181206745,8.059429626,8.338947791,8.324469904,7.851773956
1230,ATPsyngamma,FBgn0020235,10.94156459,11.08251509,11.14428839,11.04250955,11.11659518,11.10976871
1231,ATPCL,FBgn0020236,5.76625681,5.807071555,5.591375441,6.091495513,5.498044236,5.410038587
1232,14-3-3epsilon,FBgn0020238,12.97285507,13.04557668,13.10233499,12.94705687,12.8844376,12.90208365
1233,stet,FBgn0020248,3.197991968,2.383590285,2.754433024,2.038341714,2.429693589,1.623588107
1234,stck,FBgn0020249,3.865322332,4.035945975,4.098812219,4.125100962,3.876801841,4.164442815
1235,sfl,FBgn0020251,5.880950705,5.725685768,5.95101389,6.043666896,6.272667068,5.939404644
1236,Ran,FBgn0020255,8.809628091,8.802299469,8.870386317,8.598270548,8.745605651,8.784733074
1237,Ppa,FBgn0020257,4.87634537,4.716604274,4.910133286,5.063641301,5.23820206,5.449185447
1238,pcm,FBgn0020261,6.858131948,6.137798733,5.965786577,6.582929482,7.172456008,6.675143688
1239,mspo,FBgn0020269,5.933363581,6.15729325,5.981318561,6.335480297,6.054445909,6.440495037
1240,mre11,FBgn0020270,4.487833396,5.356563936,4.199114413,4.531625205,4.323067973,4.253540301
1241,mst,FBgn0020272,2.010721452,1.453634044,2.602021113,2.327286184,0.719422227,2.194502054
1242,loco,FBgn0020278,2.575300223,2.488716099,2.514302701,1.847481301,3.021107266,4.209679255
1243,lig,FBgn0020279,8.415648568,8.33652192,8.142231692,8.925090395,9.161072138,8.618376891
1244,ko,FBgn0020294,3.347326126,1.92964204,2.544138717,2.424083445,3.130651039,2.720278037
1245,stumps,FBgn0020299,4.337806771,3.432546879,0.69097252,4.091487347,3.483502261,3.803306011
1246,geko,FBgn0020300,1.188045117,0.584277391,3.039186466,1.158597993,2.909045702,3.167270754
1247,drongo,FBgn0020304,6.966419798,7.137736928,6.883295192,7.246057884,7.383445921,7.433862551
1248,dbe,FBgn0020305,4.568283814,4.485739514,4.386448793,4.590563777,4.745465437,4.216027353
1249,dom,FBgn0020306,5.225492602,5.003096212,4.167514433,5.639201054,5.971632982,5.189074901
1250,dve,FBgn0020307,0.968461284,0.637505533,2.124393764,0.893236638,-0.376714455,0.451968476
1251,crol,FBgn0020309,8.519629661,8.345172314,8.185273114,8.942477874,8.893424075,8.829409464
1252,CG4050,FBgn0020312,7.050902293,6.749222231,7.460037005,7.70958091,8.062553041,7.476348508
1253,Rpt6,FBgn0020369,8.064306175,8.155492129,8.196863349,8.04615696,8.138372695,8.302409555
1254,TppII,FBgn0020370,4.831772674,5.324462912,5.007940842,4.774090646,5.463196173,4.385179474
1255,TM4SF,FBgn0020372,11.29650654,11.50749842,11.51649831,11.65604594,11.42183202,11.44463846
1256,Rfx,FBgn0020379,2.98003683,2.906983268,2.974918854,4.99742544,3.912760688,2.285845731
1257,Dredd,FBgn0020381,2.289145388,0.316975513,2.111166142,2.248140214,3.960394346,2.812533636
1258,Pdk1,FBgn0020386,3.585021294,3.173433092,4.192849546,3.850202427,4.86541871,4.370078385
1259,Gcn5,FBgn0020388,6.072420001,6.074067545,5.932332737,5.326997624,5.639372028,5.653983546
1260,Papss,FBgn0020389,5.897481133,5.979316714,6.16934806,5.349923371,5.173653015,5.329382661
1261,Nrk,FBgn0020391,8.183501967,8.024718823,7.993151113,8.428947883,8.853824275,8.340797698
1262,Nmt,FBgn0020392,7.077489433,7.162065223,7.123325266,7.035638613,7.064706935,6.986799097
1263,asun,FBgn0020407,2.557891434,2.65927332,2.892270949,1.537128802,2.383846468,2.168552606
1264,JIL-1,FBgn0020412,6.575203089,6.075876405,6.471264478,6.610088186,6.402497115,6.448604406
1265,Idgf3,FBgn0020414,2.549107624,2.100498408,2.952843971,0.954352297,1.952728618,0.422993999
1266,Idgf2,FBgn0020415,1.020227069,-0.139838362,0.980041932,-2.000490717,-2.94572131,0.48037248
1267,Fak,FBgn0020440,7.480570835,7.251743227,6.896366383,7.325797005,7.485467485,7.334283007
1268,Elf,FBgn0020443,5.826561658,5.674077651,4.763544384,4.553187368,4.498959395,4.735263195
1269,E23,FBgn0020445,-0.01203022,1.313477783,0.501208226,-1.381321834,0.886552621,-1.467674478
1270,Dad,FBgn0020493,5.146168286,4.458266249,4.569258077,5.134672806,5.690171307,4.954855167
1271,CtBP,FBgn0020496,7.247637329,7.297936811,7.071339206,7.354185087,7.302898606,7.039351663
1272,emb,FBgn0020497,5.641651125,5.921475354,6.58566777,6.805533352,6.472069133,6.368236206
1273,CLIP-190,FBgn0020503,6.449266325,6.624179516,6.535181895,6.481904992,6.044166341,6.429611149
1274,Abi,FBgn0020510,5.525549326,5.411077338,5.563724498,5.120299124,5.350916634,5.373590646
1275,ade5,FBgn0020513,3.478021903,3.394399729,3.444469844,1.747430421,3.643806379,2.556512717
1276,pio,FBgn0020521,3.500977305,2.437110514,1.549714992,2.409607774,4.342373345,3.8228477
1277,kraken,FBgn0020545,6.024111278,5.671687386,6.12890133,6.22045484,6.052981876,5.862584327
1278,SA,FBgn0020616,3.421391227,2.901553761,3.317772349,3.060153334,3.957267234,2.971060549
1279,Rx,FBgn0020617,4.087843484,1.621555639,3.234824972,0.038206154,3.979015998,3.572123973
1280,Rack1,FBgn0020618,8.105516654,8.26221167,8.272149145,8.259195698,8.378800541,8.213993184
1281,RN-tre,FBgn0020620,6.246872068,6.074067545,5.541708791,6.136691029,5.361600228,6.405280996
1282,Pkn,FBgn0020621,4.158847078,3.884552363,4.108829407,3.36029692,2.654854333,2.522770809
1283,Pi3K21B,FBgn0020622,4.306876626,4.906112681,3.822696331,5.408425477,4.062873557,4.574936061
1284,Osbp,FBgn0020626,6.160840576,5.430057768,6.586862762,6.628174558,7.080960381,7.495392693
1285,Mcm7,FBgn0020633,1.275846991,1.86415996,0.980041932,1.158597993,1.676699625,0.020521723
1286,Lcp65Ad,FBgn0020641,1.338360429,4.835263319,2.884517324,-4.002720471,-4.002720471,-4.002720471
1287,KrT95D,FBgn0020647,7.533020257,7.503432875,7.842463541,7.942660791,8.232561893,8.399844874
1288,Trxr-1,FBgn0020653,8.994065368,8.662036465,8.688506081,8.586856547,8.985230098,8.678127823
1289,ArfGAP1,FBgn0020655,6.211820868,5.899853586,5.486434425,5.85021208,6.343240549,6.07363221
1290,eIF-4B,FBgn0020660,3.977599267,3.74600655,4.001803523,3.397450378,4.059961084,3.962795912
1291,Atet,FBgn0020762,6.210428806,6.594622857,6.042697614,6.414179689,5.858017536,6.128505153
1292,Alas,FBgn0020764,6.797769688,6.521290941,6.881348608,6.487946205,7.134891269,6.710792943
1293,Spred,FBgn0020767,5.391930157,5.428170922,5.868910213,5.627521321,5.917955418,5.010694296
1294,Su(z)12,FBgn0020887,3.974322241,2.68478424,1.569193372,5.095643364,4.261017772,2.966047594
1295,Scp2,FBgn0020907,2.966906128,3.40977984,3.379756318,4.111749349,3.659283978,4.438632827
1296,Rtc1,FBgn0020909,4.365588418,4.199741819,3.846837865,4.534963509,4.479473484,2.595988152
1297,RpL3,FBgn0020910,9.620308028,9.641459272,9.608721872,9.682650523,9.803243297,9.736914921
1298,Ptx1,FBgn0020912,1.564403469,2.466825058,2.620810433,2.416863765,2.014207238,-0.058999751
1299,Dgkepsilon,FBgn0020930,7.86284796,7.814919455,7.761436284,7.339941591,7.619096674,7.898239462
1300,Crg-1,FBgn0021738,0.088388078,1.158225816,0.726104013,0.215104773,0.190230292,1.214031141
1301,C901,FBgn0021742,0.611492031,0.180170519,-4.002720471,-4.002720471,0.596173822,-0.787986459
1302,SerRS-m,FBgn0021750,3.708493413,4.270951024,2.796358306,2.998617497,2.978555918,3.901099221
1303,chb,FBgn0021760,3.811248096,4.264620758,3.486053801,2.52153945,4.898401656,4.97370937
1304,Nup154,FBgn0021761,3.203600221,2.375779846,1.911990421,4.073234629,3.206357627,3.312578217
1305,sdk,FBgn0021764,7.91676445,7.809856229,7.762494256,8.465161597,8.594167005,7.942457659
1306,scu,FBgn0021765,7.373938673,7.850401527,7.823833464,7.527378643,7.6980251,7.648932551
1307,nudC,FBgn0021768,6.542938252,6.414791442,6.454341691,6.181578977,6.413377432,6.19374962
1308,Tapdelta,FBgn0021795,8.70724732,8.946860939,9.089505505,9.238080271,9.12938376,9.077119587
1309,Tor,FBgn0021796,6.445721248,5.885486135,5.648574025,6.657185482,6.109710443,5.830535144
1310,Reph,FBgn0021800,8.526637985,8.143898652,8.172395481,9.112784027,9.052619685,9.041447171
1311,Vps28,FBgn0021814,6.525691877,6.814235896,6.779465464,6.823048551,6.897768713,6.884571441
1312,cnk,FBgn0021818,2.828574858,3.006441578,3.317772349,3.553728126,3.36107085,3.466044378
1313,DCTN2-p50,FBgn0021825,5.822922496,6.181016616,5.877724674,5.468144198,5.54982554,5.643032021
1314,l(2)k14710,FBgn0021847,7.355794259,7.425893426,6.844854792,7.480536051,7.400814569,7.117161149
1315,l(2)k14505,FBgn0021856,6.380373514,6.744301858,6.753627672,6.419156332,6.525302207,6.662803966
1316,Xbp1,FBgn0021872,8.979837235,8.88776205,8.64270045,8.09263071,7.996684236,7.920113009
1317,Nle,FBgn0021874,4.00033237,4.346822769,3.818633172,2.494360103,4.831664029,3.620781321
1318,Zfrp8,FBgn0021875,4.309479616,3.933258832,4.115469099,3.70364677,3.76321311,4.012267959
1319,ytr,FBgn0021895,7.91676445,8.300876678,8.220730723,8.785353464,8.951937937,8.920899034
1320,RFeSP,FBgn0021906,9.484590378,9.698488611,9.919850707,9.846693394,9.768374136,9.753420657
1321,Coprox,FBgn0021944,4.3249997,4.680602105,4.995396642,4.357794722,5.225261273,4.653432951
1322,ND-PDSW,FBgn0021967,7.507175616,7.787953136,7.93428153,8.042496718,7.814927342,7.918005416
1323,l(2)k09913,FBgn0021979,9.15667086,9.167826343,9.204224003,8.954603518,9.055364217,8.894014918
1324,Rs1,FBgn0021995,3.762686196,4.013470295,3.664172009,3.073988767,4.632380727,3.131897279
1325,eIF-3p40,FBgn0022023,8.542352492,8.633457708,8.754863788,8.724338792,8.928277501,8.896075465
1326,Vps25,FBgn0022027,4.441120906,4.73045109,4.966307876,4.916551646,4.979245983,5.150929024
1327,l(2)k01209,FBgn0022029,6.779579779,6.038642934,6.676587487,6.430403443,6.854722862,6.220832873
1328,Nnp-1,FBgn0022069,6.41885181,6.382025756,5.860041568,6.117892198,6.464380163,6.191603785
